p,strategy_A,strategy_B,is_bne,symmetric,A_low_action,A_high_action,B_low_action,B_high_action,max_deviation_gain,expected_payoff_A,expected_payoff_B
0.86,LP,PL,False,False,L,P,P,L,0.92,0.7928,-0.6512000000000001
0.86,LP,LP,False,True,L,P,L,P,1.92,-0.1288,-0.1288
0.86,LP,PP,False,False,L,P,P,P,1.92,0.972,-0.92
0.86,PP,LL,False,False,P,P,L,L,2.2,-1.34,1.0
0.86,PP,PL,False,False,P,P,P,L,0.47999999999999987,1.24,1.6880000000000002
0.86,PP,LP,False,False,P,P,L,P,1.92,-0.92,0.972
0.86,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.6600000000000001,1.6600000000000001
0.87,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.87,LL,PL,False,False,L,L,P,L,1.2,0.87,-1.044
0.87,LL,LP,False,False,L,L,L,P,2.2,0.13,-0.28600000000000003
0.87,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.33
0.87,PL,LL,False,False,P,L,L,L,1.2,-1.044,0.87
0.87,PL,PL,True,True,P,L,P,L,0.0,1.3397999999999999,1.3397999999999999
0.87,PL,LP,False,False,P,L,L,P,0.9400000000000001,-0.6878,0.8102
0.87,PL,PP,False,False,P,L,P,P,0.4600000000000001,1.6960000000000002,1.2799999999999998
0.87,LP,LL,False,False,L,P,L,L,2.2,-0.28600000000000003,0.13
0.87,LP,PL,False,False,L,P,P,L,0.9400000000000001,0.8102,-0.6878
0.87,LP,LP,False,True,L,P,L,P,1.94,-0.1222,-0.1222
0.87,LP,PP,False,False,L,P,P,P,1.94,0.974,-0.94
0.87,PP,LL,False,False,P,P,L,L,2.2,-1.33,1.0
0.87,PP,PL,False,False,P,P,P,L,0.4600000000000001,1.2799999999999998,1.6960000000000002
0.87,PP,LP,False,False,P,P,L,P,1.94,-0.94,0.974
0.87,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.6700000000000002,1.6700000000000002
0.88,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.88,LL,PL,False,False,L,L,P,L,1.2,0.88,-1.056
0.88,LL,LP,False,False,L,L,L,P,2.2,0.12,-0.264
0.88,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.32
0.88,PL,LL,False,False,P,L,L,L,1.2,-1.056,0.88
0.88,PL,PL,True,True,P,L,P,L,0.0,1.3728,1.3728
0.88,PL,LP,False,False,P,L,L,P,0.9600000000000001,-0.7248000000000001,0.8272
0.88,PL,PP,False,False,P,L,P,P,0.43999999999999984,1.7040000000000002,1.32
0.88,LP,LL,False,False,L,P,L,L,2.2,-0.264,0.12
0.88,LP,PL,False,False,L,P,P,L,0.9600000000000001,0.8272,-0.7248000000000001
0.88,LP,LP,False,True,L,P,L,P,1.96,-0.11519999999999997,-0.11519999999999997
0.88,LP,PP,False,False,L,P,P,P,1.96,0.976,-0.9600000000000001
0.88,PP,LL,False,False,P,P,L,L,2.2,-1.32,1.0
0.88,PP,PL,False,False,P,P,P,L,0.43999999999999984,1.32,1.7040000000000002
0.88,PP,LP,False,False,P,P,L,P,1.96,-0.9600000000000001,0.976
0.88,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.6800000000000002,1.6800000000000002
0.89,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.89,LL,PL,False,False,L,L,P,L,1.2,0.89,-1.068
0.89,LL,LP,False,False,L,L,L,P,2.2,0.10999999999999999,-0.242
0.89,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.31
0.89,PL,LL,False,False,P,L,L,L,1.2,-1.068,0.89
0.89,PL,PL,True,True,P,L,P,L,0.0,1.4062000000000001,1.4062000000000001
0.89,PL,LP,False,False,P,L,L,P,0.9800000000000001,-0.7622000000000001,0.8438
0.89,PL,PP,False,False,P,L,P,P,0.42000000000000004,1.7120000000000002,1.36
0.89,LP,LL,False,False,L,P,L,L,2.2,-0.242,0.10999999999999999
0.89,LP,PL,False,False,L,P,P,L,0.9800000000000001,0.8438,-0.7622000000000001
0.89,LP,LP,False,True,L,P,L,P,1.98,-0.1078,-0.1078
0.89,LP,PP,False,False,L,P,P,P,1.98,0.978,-0.9800000000000001
0.89,PP,LL,False,False,P,P,L,L,2.2,-1.31,1.0
0.89,PP,PL,False,False,P,P,P,L,0.42000000000000004,1.36,1.7120000000000002
0.89,PP,LP,False,False,P,P,L,P,1.98,-0.9800000000000001,0.978
0.89,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.6900000000000002,1.6900000000000002
0.9,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.9,LL,PL,False,False,L,L,P,L,1.2,0.9,-1.08
0.9,LL,LP,False,False,L,L,L,P,2.2,0.09999999999999998,-0.21999999999999997
0.9,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.3
0.9,PL,LL,False,False,P,L,L,L,1.2,-1.08,0.9
0.9,PL,PL,True,True,P,L,P,L,0.0,1.4400000000000004,1.4400000000000004
0.9,PL,LP,False,False,P,L,L,P,1.0,-0.8000000000000002,0.8600000000000001
0.9,PL,PP,False,False,P,L,P,P,0.3999999999999998,1.7200000000000002,1.4000000000000004
0.9,LP,LL,False,False,L,P,L,L,2.2,-0.21999999999999997,0.09999999999999998
0.9,LP,PL,False,False,L,P,P,L,1.0,0.8600000000000001,-0.8000000000000002
0.9,LP,LP,False,True,L,P,L,P,2.0,-0.09999999999999996,-0.09999999999999996
0.9,LP,PP,False,False,L,P,P,P,2.0,0.98,-1.0
0.9,PP,LL,False,False,P,P,L,L,2.2,-1.3,1.0
0.9,PP,PL,False,False,P,P,P,L,0.3999999999999998,1.4000000000000004,1.7200000000000002
0.9,PP,LP,False,False,P,P,L,P,2.0,-1.0,0.98
0.9,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.7000000000000002,1.7000000000000002
0.91,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.91,LL,PL,False,False,L,L,P,L,1.2,0.91,-1.092
0.91,LL,LP,False,False,L,L,L,P,2.2,0.08999999999999997,-0.19799999999999995
0.91,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.29
0.91,PL,LL,False,False,P,L,L,L,1.2,-1.092,0.91
0.91,PL,PL,True,True,P,L,P,L,0.0,1.4742000000000002,1.4742000000000002
0.91,PL,LP,False,False,P,L,L,P,1.02,-0.8382000000000002,0.8758
0.91,PL,PP,False,False,P,L,P,P,0.38,1.7280000000000002,1.4400000000000002
0.91,LP,LL,False,False,L,P,L,L,2.2,-0.19799999999999995,0.08999999999999997
0.91,LP,PL,False,False,L,P,P,L,1.02,0.8758,-0.8382000000000002
0.91,LP,LP,False,True,L,P,L,P,2.02,-0.09179999999999999,-0.09179999999999999
0.91,LP,PP,False,False,L,P,P,P,2.02,0.982,-1.02
0.91,PP,LL,False,False,P,P,L,L,2.2,-1.29,1.0
0.91,PP,PL,False,False,P,P,P,L,0.38,1.4400000000000002,1.7280000000000002
0.91,PP,LP,False,False,P,P,L,P,2.02,-1.02,0.982
0.91,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.7100000000000002,1.7100000000000002
0.92,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.92,LL,PL,False,False,L,L,P,L,1.2,0.92,-1.104
0.92,LL,LP,False,False,L,L,L,P,2.2,0.07999999999999996,-0.17599999999999993
0.92,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.28
0.92,PL,LL,False,False,P,L,L,L,1.2,-1.104,0.92
0.92,PL,PL,True,True,P,L,P,L,0.0,1.5088000000000001,1.5088000000000001
0.92,PL,LP,False,False,P,L,L,P,1.04,-0.8768000000000002,0.8912
0.92,PL,PP,False,False,P,L,P,P,0.35999999999999976,1.7360000000000002,1.4800000000000002
0.92,LP,LL,False,False,L,P,L,L,2.2,-0.17599999999999993,0.07999999999999996
0.92,LP,PL,False,False,L,P,P,L,1.04,0.8912,-0.8768000000000002
0.92,LP,LP,False,True,L,P,L,P,2.04,-0.08319999999999994,-0.08319999999999994
0.92,LP,PP,False,False,L,P,P,P,2.04,0.984,-1.04
0.92,PP,LL,False,False,P,P,L,L,2.2,-1.28,1.0
0.92,PP,PL,False,False,P,P,P,L,0.35999999999999976,1.4800000000000002,1.7360000000000002
0.92,PP,LP,False,False,P,P,L,P,2.04,-1.04,0.984
0.92,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.7200000000000002,1.7200000000000002
0.93,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.93,LL,PL,False,False,L,L,P,L,1.2,0.93,-1.116
0.93,LL,LP,False,False,L,L,L,P,2.2,0.06999999999999995,-0.15399999999999991
0.93,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.27
0.93,PL,LL,False,False,P,L,L,L,1.2,-1.116,0.93
0.93,PL,PL,True,True,P,L,P,L,0.0,1.5438,1.5438
0.93,PL,LP,False,False,P,L,L,P,1.06,-0.9158000000000003,0.9062000000000001
0.93,PL,PP,False,False,P,L,P,P,0.33999999999999997,1.7440000000000002,1.52
0.93,LP,LL,False,False,L,P,L,L,2.2,-0.15399999999999991,0.06999999999999995
0.93,LP,PL,False,False,L,P,P,L,1.06,0.9062000000000001,-0.9158000000000003
0.93,LP,LP,False,True,L,P,L,P,2.06,-0.07419999999999996,-0.07419999999999996
0.93,LP,PP,False,False,L,P,P,P,2.06,0.986,-1.0600000000000003
0.93,PP,LL,False,False,P,P,L,L,2.2,-1.27,1.0
0.93,PP,PL,False,False,P,P,P,L,0.33999999999999997,1.52,1.7440000000000002
0.93,PP,LP,False,False,P,P,L,P,2.06,-1.0600000000000003,0.986
0.93,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.7300000000000002,1.7300000000000002
0.94,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.94,LL,PL,False,False,L,L,P,L,1.2,0.94,-1.128
0.94,LL,LP,False,False,L,L,L,P,2.2,0.06000000000000005,-0.13200000000000012
0.94,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.26
0.94,PL,LL,False,False,P,L,L,L,1.2,-1.128,0.94
0.94,PL,PL,True,True,P,L,P,L,0.0,1.5791999999999997,1.5791999999999997
0.94,PL,LP,False,False,P,L,L,P,1.0799999999999998,-0.9551999999999997,0.9208
0.94,PL,PP,False,False,P,L,P,P,0.32000000000000006,1.752,1.5599999999999998
0.94,LP,LL,False,False,L,P,L,L,2.2,-0.13200000000000012,0.06000000000000005
0.94,LP,PL,False,False,L,P,P,L,1.0799999999999998,0.9208,-0.9551999999999997
0.94,LP,LP,False,True,L,P,L,P,2.0799999999999996,-0.06480000000000004,-0.06480000000000004
0.94,LP,PP,False,False,L,P,P,P,2.0799999999999996,0.988,-1.0799999999999998
0.94,PP,LL,False,False,P,P,L,L,2.2,-1.26,1.0
0.94,PP,PL,False,False,P,P,P,L,0.32000000000000006,1.5599999999999998,1.752
0.94,PP,LP,False,False,P,P,L,P,2.0799999999999996,-1.0799999999999998,0.988
0.94,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.74,1.74
0.95,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.95,LL,PL,False,False,L,L,P,L,1.2,0.95,-1.14
0.95,LL,LP,False,False,L,L,L,P,2.2,0.050000000000000044,-0.11000000000000011
0.95,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.25
0.95,PL,LL,False,False,P,L,L,L,1.2,-1.14,0.95
0.95,PL,PL,True,True,P,L,P,L,0.0,1.6149999999999998,1.6149999999999998
0.95,PL,LP,False,False,P,L,L,P,1.0999999999999999,-0.9949999999999998,0.9349999999999999
0.95,PL,PP,False,False,P,L,P,P,0.30000000000000027,1.76,1.5999999999999996
0.95,LP,LL,False,False,L,P,L,L,2.2,-0.11000000000000011,0.050000000000000044
0.95,LP,PL,False,False,L,P,P,L,1.0999999999999999,0.9349999999999999,-0.9949999999999998
0.95,LP,LP,False,True,L,P,L,P,2.0999999999999996,-0.055000000000000035,-0.055000000000000035
0.95,LP,PP,False,False,L,P,P,P,2.0999999999999996,0.99,-1.0999999999999999
0.95,PP,LL,False,False,P,P,L,L,2.2,-1.25,1.0
0.95,PP,PL,False,False,P,P,P,L,0.30000000000000027,1.5999999999999996,1.76
0.95,PP,LP,False,False,P,P,L,P,2.0999999999999996,-1.0999999999999999,0.99
0.95,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.75,1.75
0.96,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.96,LL,PL,False,False,L,L,P,L,1.2,0.96,-1.152
0.96,LL,LP,False,False,L,L,L,P,2.2,0.040000000000000036,-0.08800000000000009
0.96,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.24
0.96,PL,LL,False,False,P,L,L,L,1.2,-1.152,0.96
0.96,PL,PL,True,True,P,L,P,L,0.0,1.6511999999999998,1.6511999999999998
0.96,PL,LP,False,False,P,L,L,P,1.1199999999999999,-1.0351999999999997,0.9488
0.96,PL,PP,False,False,P,L,P,P,0.28,1.768,1.64
0.96,LP,LL,False,False,L,P,L,L,2.2,-0.08800000000000009,0.040000000000000036
0.96,LP,PL,False,False,L,P,P,L,1.1199999999999999,0.9488,-1.0351999999999997
0.96,LP,LP,False,True,L,P,L,P,2.12,-0.04480000000000005,-0.04480000000000005
0.96,LP,PP,False,False,L,P,P,P,2.12,0.992,-1.1199999999999999
0.96,PP,LL,False,False,P,P,L,L,2.2,-1.24,1.0
0.96,PP,PL,False,False,P,P,P,L,0.28,1.64,1.768
0.96,PP,LP,False,False,P,P,L,P,2.12,-1.1199999999999999,0.992
0.96,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.76,1.76
0.97,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.97,LL,PL,False,False,L,L,P,L,1.2,0.97,-1.164
0.97,LL,LP,False,False,L,L,L,P,2.2,0.030000000000000027,-0.06600000000000006
0.97,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.23
0.97,PL,LL,False,False,P,L,L,L,1.2,-1.164,0.97
0.97,PL,PL,True,True,P,L,P,L,0.0,1.6878000000000002,1.6878000000000002
0.97,PL,LP,False,False,P,L,L,P,1.14,-1.0757999999999999,0.9621999999999999
0.97,PL,PP,False,False,P,L,P,P,0.2599999999999998,1.776,1.6800000000000002
0.97,LP,LL,False,False,L,P,L,L,2.2,-0.06600000000000006,0.030000000000000027
0.97,LP,PL,False,False,L,P,P,L,1.14,0.9621999999999999,-1.0757999999999999
0.97,LP,LP,False,True,L,P,L,P,2.1399999999999997,-0.03420000000000002,-0.03420000000000002
0.97,LP,PP,False,False,L,P,P,P,2.1399999999999997,0.994,-1.14
0.97,PP,LL,False,False,P,P,L,L,2.2,-1.23,1.0
0.97,PP,PL,False,False,P,P,P,L,0.2599999999999998,1.6800000000000002,1.776
0.97,PP,LP,False,False,P,P,L,P,2.1399999999999997,-1.14,0.994
0.97,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.77,1.77
0.98,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.98,LL,PL,False,False,L,L,P,L,1.2,0.98,-1.176
0.98,LL,LP,False,False,L,L,L,P,2.2,0.020000000000000018,-0.044000000000000046
0.98,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.22
0.98,PL,LL,False,False,P,L,L,L,1.2,-1.176,0.98
0.98,PL,PL,True,True,P,L,P,L,0.0,1.7248,1.7248
0.98,PL,LP,False,False,P,L,L,P,1.16,-1.1168,0.9752
0.98,PL,PP,False,False,P,L,P,P,0.24,1.784,1.72
0.98,LP,LL,False,False,L,P,L,L,2.2,-0.044000000000000046,0.020000000000000018
0.98,LP,PL,False,False,L,P,P,L,1.16,0.9752,-1.1168
0.98,LP,LP,False,True,L,P,L,P,2.1599999999999997,-0.023200000000000016,-0.023200000000000016
0.98,LP,PP,False,False,L,P,P,P,2.1599999999999997,0.996,-1.16
0.98,PP,LL,False,False,P,P,L,L,2.2,-1.22,1.0
0.98,PP,PL,False,False,P,P,P,L,0.24,1.72,1.784
0.98,PP,LP,False,False,P,P,L,P,2.1599999999999997,-1.16,0.996
0.98,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.78,1.78
0.99,LL,LL,True,True,L,L,L,L,0.0,0.0,0.0
0.99,LL,PL,False,False,L,L,P,L,1.2,0.99,-1.188
0.99,LL,LP,False,False,L,L,L,P,2.2,0.010000000000000009,-0.022000000000000023
0.99,LL,PP,False,False,L,L,P,P,2.2,1.0,-1.21
0.99,PL,LL,False,False,P,L,L,L,1.2,-1.188,0.99
0.99,PL,PL,True,True,P,L,P,L,0.0,1.7621999999999998,1.7621999999999998
0.99,PL,LP,False,False,P,L,L,P,1.18,-1.1582,0.9878
0.99,PL,PP,False,False,P,L,P,P,0.2200000000000002,1.792,1.7599999999999998
0.99,LP,LL,False,False,L,P,L,L,2.2,-0.022000000000000023,0.010000000000000009
0.99,LP,PL,False,False,L,P,P,L,1.18,0.9878,-1.1582
0.99,LP,LP,False,True,L,P,L,P,2.1799999999999997,-0.011800000000000008,-0.011800000000000008
0.99,LP,PP,False,False,L,P,P,P,2.1799999999999997,0.998,-1.18
0.99,PP,LL,False,False,P,P,L,L,2.2,-1.21,1.0
0.99,PP,PL,False,False,P,P,P,L,0.2200000000000002,1.7599999999999998,1.792
0.99,PP,LP,False,False,P,P,L,P,2.1799999999999997,-1.18,0.998
0.99,PP,PP,False,True,P,P,P,P,0.19999999999999996,1.79,1.79
